corpusid,openaccessinfo,abstract,updated
251408052,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","A star around a massive black hole can be disrupted tidally by the gravity of the black hole. Then, its debris may form a precessing stream which may even collide with itself. In order to understand the dynamical e(cid:11)ects of the stream-stream collision on the eventual accretion of the stellar debris onto the black hole, we have studied how gas (cid:13)ow behaves when the outgoing stream collides supersonically with the incoming stream. We have investigated the problem analytically with one-dimensional plane-parallel streams and numerically with more realistic three-dimensional streams. A shock formed around the contact surface converts the bulk of the orbital streaming kinetic energy into thermal energy. In three-dimensional simulations, the accumulated hot post-shock gas then expands adiabatically and drives another shock into the low density ambient region. Through this expansion, thermal energy is converted back to the kinetic energy associated with the expanding motion. Thus, in the end, only a small fraction of the orbital kinetic energy is actually converted to the thermal energy, while most of it is transferred to the kinetic energy of the expanding gas. Nevertheless the collision is e(cid:11)ective in circularizing the debris orbit, because the shock e(cid:14)ciently transforms the ordered motion of the streams into the expanding motion in directions perpendicular to the streams. The circularization e(cid:14)ciency decreases, if two colliding streams have a large ratio of cross sections and a large density contrast. But even in such cases, the main shock extends beyond the overlapping contact surface and the high pressure region behind the shock keeps the stream of the larger cross section from passing freely. Thus the stream-stream collisions are still expected to circularize the stellar debris rather e(cid:14)ciently, unless the ratio of the cross sections is very large (i.e., (cid:27)1=(cid:27)2 (cid:29) 10).",2022-08-18T20:15:35.052Z
130435335,"{'externalids': {'MAG': '2184450561', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The environmental contaminations by the toxic substances are growing that cause major concern to the local users. A wide range of contaminants are continuously introduced into the aquatic environment mainly due to increased industrialization, technological development, growing human population and exploitation of natural resources, agricultural and domestic wastes run-off. Among these contaminants, heavy metals constitute one of the most dangerous groups because of their persistent nature, toxicity, tendency to accumulate in organisms and undergo food chain amplification and more still, they are nondegradable. Heavy metals with adverse health effects in human metabolism (including lead, copper, cadmium and arsenic) present obvious concerns due to their persistence in the environment and documented potential for serious health consequences. Acute heavy metal intoxications may damage central nervous function, the cardiovascular and gastro intestinal (GI) systems, lungs, kidneys, liver, endocrine glands, and bones. It is not possible to completely avoid exposure to toxic metals. Even people who are not occupationally exposed carry certain metals in their body as a result of exposure from other sources, such as food, beverages, or air. It is, however, possible to reduce metal toxicity risk through lifestyle choices ISSN: 2319-7706 Volume 3 Number 7 (2014) pp. 945-949 http://www.ijcmas.com",2022-08-24T11:53:10.761Z
169855900,"{'externalids': {'MAG': '633993908', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Les assemblages brases etudies dans le cadre de cette these relevent du genie thermique applique aux composants a haut flux pour des reacteurs de fusion thermonucleaires. La conception de tels composants en composite carbone-carbone (c-c) passe par le calcul des champs de contrainte et de deformation s'y developpant a l'issue du processus de fabrication, puis en service. Dans un assemblage heterogene, le differentiel de coefficients de dilatation thermique cree des contraintes residuelles qui sont a l'origine de fissurations: la connaissance des champs de contrainte regnant a l'interface des materiaux assembles est donc aussi importante sinon plus que la connaissance en rupture et/ou en fatigue thermomecanique des composites carbone-carbone. Nous avons developpe une methodologie d'analyse thermomecanique originale. Cette methodologie est basee sur la determination de la loi de comportement du joint brase apres brasage a partir de mesures dilatometriques specifiques. Les mesures de fleches, realisees in-situ, sont enregistrees aussi bien au cours du cycle de brasage qu'au cours de cycles simulant les conditions de service dans un dilatometre vertical specialement adapte a cet effet. La modelisation de ce type de probleme par la methode des elements finis permet de prendre en compte l'historique de l'assemblage depuis la temperature de solidification du joint brase jusqu'a la temperature ambiante avec une description precise de l'ecrouissage des substrats a assembler. Le comportement du joint brase est etabli en comparant la reponse de la fleche d'un assemblage brase in-situ dans le dilatometre a celle calculee par elements finis ; l'identification s'effectue alors en resolvant un probleme inverse qui consiste a rechercher un jeu de parametres et coefficients pour lequel la confrontation entre la realite experimentale et la simulation du modele est satisfaisante. Cette methodologie a ete appliquee sur trois couples de materiaux tzm/acier inoxydable, tzm/cuivre ofhc et composites carbone-carbone sur cuivre ofhc et tzm",2022-08-28T23:49:24.888Z
115913273,"{'externalids': {'MAG': '64796843', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}",In this article given a description for group of characters and her some subgroups. Connections their with Yacobi variety on torus are established. Dimensions and basics for space of holomorphic multiplicative functions and holomorphic Prymdifferentials for every orders on torus are obtained.,2022-08-29T21:46:15.850Z
58364940,"{'externalids': {'MAG': '1559138565', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","In this thesis fetal fluid and protein dynamics are investigated to gain insight in fetal (patho-)physiology. Studies were performed in fetuses with severe anemia and/or hydrops fetalis. Measurements were performed in fetal blood or amniotic fluid, obtained before or during intrauterine transfusion.

The severity of anemia can be predicted by measurement of bilirubin in amniotic fluid. We showed that this concentration is based on bilirubin in fetal blood and on albumin concentrations. Albumin in amniotic fluid is most probably not of fetal however of membrane or maternal origin. Thus, bilirubin seems to exchange between albumin in fetal blood and amniotic fluid over the intramembraneous pathway.

Low albumin concentration in fetal blood seems to be a secondary effect of hydrops fetalis. Fetuses with severe anemia were found to maintain their total blood volume. Thus, the decrease in red cell volume is compensated by an increase in plasma volume. This could explain the decrease in albumin concentration. During intrauterine transfusion, part of the plasma volume leaves the circulation. It is expected that this process continues after transfusion, thus further increasing the hematocrit. 

Acquired insights and differences between fetuses and neonates are discussed. Finally, implications for current practice and future research are described.",2022-08-29T16:51:52.541Z
251884846,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","To investigate the effect of electron irradiation on regeneration of the grafted facial nerve, the facial nerve of 10cats was transplanted bilaterally and irradiated unilaterally in the main trunk and its two large branches in the extratemporal region. The degree of regeneration was measured according to clinical, electrophyaiological and histological methods. The irradiated side showed a lower grade in 5 of 10cats or an equal grade in the other half of clinical recovery (eye blinking reflex) and a reduced number of regenerated nerve fibers (recovery rate of the summating potential and histological observation) in all 10cats, as compared to the non-irradiated side. According to our results of the inhibitory effect of electron irradiation, radiotherapy following excision and extratemporal grafting of the facial nerve for a malignant parotid tumor is contra-indicated.",2022-08-30T03:50:37.986Z
87821934,"{'externalids': {'MAG': '2379637439', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Interferon-gamma(IFN-γ) is one kind of interferon,which is called II type interferon or immune interferon and mainly produced by activating T cell and NK cell.IFN-γ is one of the most important cytokines in animals.It is a main macrophage-activating factor(MAF) and has powerful immune regulation,anti-virus and anti-tumor effects.At present,genetic engineering and gene therapy of interferon has aroused widespread concern.IFN-γ has been used in clinical treatment of human disease and animal disease prevention and control research.In this paper,the basic characteristics of IFN-γ,its biological activity and its application in the prevention and control of animal diseases were reviewed.",2022-08-31T21:03:18.532Z
108620357,"{'externalids': {'MAG': '1838861586', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","OF DISSERTATION Submitted in Partial Fulfillment of the Requirements for the Degree of Doctor of Philosophy Engineering The University of New Mexico Albuquerque, New Mexico",2022-09-07T03:10:47.625Z
249991676,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","K 2 Sn(NCS) 6, CoSn(NCS) 6 and CoM(NCS) 6 XL (M = Sn(IV), Ti(IV), L = pyridine(py), 3-cyano pyridine(cpy), isonicotinic acid hydrazide(inh), nicotinamide(nia), ethylnicotinate(ent) and ethyl enediamine(en) have been prepared and characterised by elemental analysis, magnetic moment, electronic and infrared spectral studies. These studies indicate the presence of N-bonded thio cyanate in K 2 Sn(NCS) 6, and bridged dithiocyanate in CoM(NCS) 6• CoM(NCS) 6 XL have cationic anionic structure [CoLx][Sn(NCS) 6] (X= 4 or 6) in which Lis bonded to cobalt and thiocyanate to tin(IV) or titanium(IV), through nitt·ogen.",2022-09-07T06:18:56.780Z
126735896,"{'externalids': {'MAG': '65287070', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}",.................................................................................................................................. vii Chapter One: Impacts of the Anomalous Mississippi River Discharge and Diversions on Phytoplankton Blooming in the Northeastern Gulf of Mexico in August 2010.........................1 Abstract ..................................................................................................................1 1.,2022-09-10T21:08:34.856Z
123690667,"{'externalids': {'MAG': '2068272039', 'ACL': None, 'DOI': '10.1093/BIOMET/58.2.313', 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","We consider a bivariate sample (xi, yi) (i = 1, ..., n) from a population of size N with means (X, Y) and the estimation of the ratio R = Y/X, assuming X is known. The bias of the classical ratio estimator, r = y/x, the ratio of sample means, may become large compared to its standard error in surveys with many strata and small samples within strata, especially if separate ratio estimators are used, i.e. the complete ratio estimator is a sum over all strata of the ratio estimators in each stratum. In these situations, the use of estimators with a smaller bias than r may be advantageous. We compare five sophisticated ratio estimators with the classical ratio estimator. The first is the unbiased estimator of Hartley & Ross (1954):",2022-09-09T07:33:11.181Z
61891864,"{'externalids': {'MAG': '2259565919', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Pohon keputusan adalah salah satu metode untuk melakukan 
pemilihan dan penyaringan data. Pemilihan dan penyaringan 
data, merupakan bagian dari usaha untuk menjaga kualitas data. 
Salah satu contoh dari permasalahan pentingnya kualitas data 
adalah data pada dunia transportasi, utamanya penerbangan. 
Data yang dihasilkan harus merupakan data yang memiliki tingkat 
validitas dan kepercayaan cukup tinggi, karena data yang 
dihasilkan mempengaruhi kehidupan banyak orang. 
Pada tugas akhir ini diterapkan metode pohon keputusan 
(Decision Tree) untuk menunjang Manajemen Kualitas Aliran 
Data pada Automatic Dependent Surveillance Broadcast Banyak 
Titik. Data yang dikirim station-station yang ada akan 
dikonsolidasikan menjadi sebuah data yang tingkat validitas dan 
kepercayaannya terukur, sehingga data yang dikeluarkan dapat 
menjadi data yang valid untuk observasi dan simulasi, bahkan 
dalam kondisi terdesak, dapat digunakan untuk rekonstruksi. 
Hasil uji coba terhadap ground-truth, intern data, dan ekstern data 
membuktikan bahwa pohon keputusan dapat menunjang proses 
manajemen kualitas aliran data pada ADS-B banyak titik, 
sehingga data yang terbentuk adalah valid dan terpercaya.",2022-09-12T04:39:22.037Z
201913648,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Despite significant advances in the disaggregation of the study of civil conflict and inter-ethnic violence, intra-ethnic violence remains understudied. In this paper, we present the first systematic, cross-national analysis of the conditions that promote violent, fragmentary conflict within politically active ethnic minorities. We propose a model of intra-ethnic conflict in which collective violence is produced by the interaction between sub-group entrepreneurs and the suppressive actions of the state. This two-level model predicts a curvilinear relationship between the relative size of an ethnic minority and its probability of experiencing large-scale intra-ethnic conflict. Additional hypotheses based on the proposed causal mechanism are also posited. These hypotheses are tested with panel data on 274 politically active ethnic minorities in 115 countries, using a combination of parametric and semi-parametric regression techniques. The results strongly confirm the predicted curvilinear relationship, while also demonstrating that the specific shape of this relationship shifts in predictable ways under varying social and political contexts.",2022-09-11T04:12:15.880Z
114421834,"{'externalids': {'MAG': '2590739825', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The Middle Neolithic site of Schipluiden is located on a coastal ridge near the present day town of The Hague. The 2003 rescue excavation yielded an enormous amount of artefacts of flint, various types of stone, as well as amber, bone and antler objects. A technological and functional analysis of these artefacts demonstrated the presence of different toolkits, thus providing insight into the technological system. The characteristics of these toolkits suggest the existence of a long term tradition of tool making and using in the wetlands of the Rhine/Meuse delta.",2022-09-11T08:33:15.322Z
123804693,"{'externalids': {'MAG': '2340396494', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The constant stepsize analog of Gelfand-Mitter type discrete-time stochastic recursive algorithms is shown to track an associ- ated stochastic differential equation in the strong sense, i.e., with respect to an appropriate divergence measure.",2022-09-14T09:03:17.844Z
142598893,"{'externalids': {'MAG': '1525585640', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","ABSTRACTPrevious research rooted in phenotypicality bias has investigated consumer attitudes derived from observing ethnic models' differential skin tones in advertising. In previous research the roles of situational valence and shared physical traits between the ethnic models and ethnic consumers have largely been ignored. This research was developed to first understand consumer preferences for ethnic models (operationalized as Black) representing in positively/negatively positioned brand personalities. Results indicate both White and Black respondents express preferences that would be deemed stereotypical, where more (less) Afrocentric models are preferred as representative of negatively (positively) positioned brand personalities. White respondents' reported preferences significantly more extreme than Blacks in both situations. Secondarily, this research uses ethnic consumers' self-reported Afrocentrism to understand preference deviations of Black consumer subgroups versus White consumers. On a subgroup level, some ethnic subgroups report preferences that are markedly more moderate and counterstereotypical, indicating a potential for marketers to be more liberal in the variety of ethnic models selected to represent brands.INTRODUCTIONHow do phenotypic traits (i.e., physical characteristics that distinguish an individual's ethnicity; Maddox, 2004) possessed by minorities in advertisements dictate how these individuals are perceived, and how do these perceptions drive preferences among a consuming populous? Operationalizing minorities as Blacks, Meyers (2011) provides an important initial look into these questions demonstrating Black models (i.e., Blacks hired to represent a brand in advertisements) are perceived differently by Black consumers based on the models' skin tone and the consumer's individual ethnic identity. Of significance, Meyers finds that high ethnic identifying consumers are more accepting than low ethnic identifiers of models in advertisements depicted with a ""darker"" skin tone. There are, however, additional questions that need to be investigated.When employing Black models as the centerpiece of brand communications ethnic stereotypes may affect how consumers perceive intended messaging. Phenotypicality bias (i.e., biases related to phenotypic traits) is one such stereotype that, all else equal, has led Blacks possessing more phenotypic traits (i.e., Afrocentric traits - darker skin, broader nose, thicker lips; Blair Judd, Saddler, & Jenkins, 2002) to be viewed negatively while conversely those possessing fewer phenotypic traits were thought of positively (see Maddox, 2004 for review). Adeptly used, managers can utilize societal perceptions about a model's phenotype to bolster a brand's existing personality (i.e., ""the set of human characteristics associated with a brand,"" Aaker 1997, p. 347) and to assist in framing a particular execution's message. Having a holistic understanding of phenotypic effects is important in marketing because as organizations employ Black models, consumers (minority1 and non-minority alike) may derive different messages from the imagery tied to models' appearances rather than the overarching execution content. Prior to generating executions, there must be an understanding of consumer preferences for specific phenotypic representations and the suitability of these images given a brand's personality, lest the intended message may not be properly delivered.Phenotypicality biases tied to minority groups have been documented in societies throughout the world and suggests that, among other traits, lighter skin is generally valued over darker skin (e.g., Arce, Murguia, & Frisbie, 1987; Harris, Consorte, Lang, & Byrne, 1993; Murguia & Telles, 1996; Uhlmann, Dasgupta, Elgueta, Greenwald, & Swanson, 2002). To illustrate, Kerr (2005) investigated the paper bag test where Blacks historically were granted enhanced social status and access within their community if their skin was lighter than a paper bag. …",2022-09-14T03:42:27.748Z
108548308,"{'externalids': {'MAG': '1577032985', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Thesis (M.C.P.)--Massachusetts Institute of Technology, Dept. of Urban Studies and Planning, and (S.M. in Real Estate Development)--Massachusetts Institute of Technology, Dept. of Urban Studies and Planning, Center for Real Estate, 2009.",2022-09-14T14:48:57.913Z
119179043,"{'externalids': {'MAG': '2616140248', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': '1705.05013'}, 'license': None, 'url': None, 'status': None}","The lock-in frequency and lock-in range concepts were introduced in 1966 by Floyd Gardner to describe the frequency differences of phase-locked loop based circuit for which the loop can acquire lock within one beat, i.e. without cycle slipping. These concepts became popular among engineering community and were given in various engineering publications. However rigorous mathematical explanations these concepts turned out to be a challenging task, thus, in the 2nd edition of Gardner's well-known work, Phaselock Techniques, he wrote that ""despite its vague reality, lock-in range is a useful concept"" and posed the problem ""to define exactly any unique lock-in frequency"". In this paper an effective solution for Gardner's problem on the unique definition of the lock-in frequency and lock-in range is discussed. The lock-in range and lock-in frequency computation is explained on the example of classical second-order PLL with lead-lag and active proportional-integral filters. The obtained results can also be used for the lock-in range computation of such PLL-based circuits as two-phase PLL, two-phase Costas loop, BPSK Costas loop, and optical Costas loop, used in intersatellite communication.",2022-09-21T00:24:51.366Z
42588014,"{'externalids': {'MAG': '2596335739', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","In many decisions under uncertainty, there are technological constraints on both the acts an agent can perform and the events she can observe. To model this, we assume that the set S of possible states of the world and the set X of possible outcomes each have a topological structure. The only feasible acts are continuous functions from S to X, and the only observable events are regular open subsets of S. In this environment, we axiomatically characterize a Subjective Expected Utility (SEU) representation of preferences over acts, involving a continuous utility function on X (unique up to positive affine transformations), and a unique probability measure on a Boolean algebra B of regular open subsets of S. With additional topological hypotheses, we obtain a unique Borel probability measure on S, along with an auxiliary apparatus called a liminal structure, which describes the agent’s informational constraints. We also obtain SEU representations involving subjective state spaces, such as the Stone-Cech compactification of S and the Stone space of B.",2022-09-26T22:49:25.055Z
